probe set	gene
35257_at	 Cluster Incl AW014559:UI-H-BI0p-aaw-c-01-0-UI.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-2710656 /clone_end=3'' /gb=AW014559 /gi=5863316 /ug=Hs.5181 /len=542'' 
35258_f_at	splicing factor, arginine/serine-rich 2, interacting protein
35259_s_at	splicing factor, arginine/serine-rich 2, interacting protein
35260_at	KIAA0867 protein
35261_at	 Cluster Incl W07033:za93f08.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-300135 /clone_end=5'' /gb=W07033 /gi=1281131 /ug=Hs.5210 /len=560'' 
35262_at	integrin beta 4 binding protein
35263_at	 Cluster Incl N73769:za61g08.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-297086 /clone_end=3'' /gb=N73769 /gi=1231054 /ug=Hs.5233 /len=679'' 
35264_at	NADH dehydrogenase (ubiquinone) Fe-S protein 3 (30kD) (NADH-coenzyme Q reductase)
35265_at	fragile X mental retardation, autosomal homolog 2
35266_at	bladder cancer associated protein
35267_g_at	bladder cancer associated protein
35268_at	hypothetical protein DKFZp586F1122 similar to axotrophin
35269_at	hsp70-interacting protein
35270_at	 Cluster Incl W16505:zb05e12.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-301198 /clone_end=5'' /gb=W16505 /gi=1291028 /ug=Hs.53125 /len=570'' 
35271_at	ARP3 (actin-related protein 3, yeast) homolog
35272_at	 Cluster Incl AI541042:pec1.2-1.D12.r Homo sapiens cDNA, 5 end /clone_end=5'' /gb=AI541042 /gi=4458415 /ug=Hs.5322 /len=688'' 
35273_at	MMS19 (MET18 S. cerevisiae)-like
35274_at	adaptor-related protein complex 1, gamma 1 subunit
35275_at	 Cluster Incl AL050025:Homo sapiens mRNA; cDNA DKFZp564D066 (from clone DKFZp564D066) /cds=(0,1569) /gb=AL050025 /gi=4884095 /ug=Hs.5344 /len=3993 
35276_at	claudin 4
35277_at	spondin 1, (f-spondin) extracellular matrix protein
35278_at	 Cluster Incl AI541542:libtest16.A02.r Homo sapiens cDNA, 5 end /clone_end=5'' /gb=AI541542 /gi=4458915 /ug=Hs.539 /len=639'' 
35279_at	Tax1 (human T-cell leukemia virus type I) binding protein 1
35280_at	laminin, gamma 2 (nicein (100kD), kalinin (105kD), BM600 (100kD), Herlitz junctional epidermolysis bullosa))
35281_at	laminin, gamma 2 (nicein (100kD), kalinin (105kD), BM600 (100kD), Herlitz junctional epidermolysis bullosa))
35282_r_at	CD81 antigen (target of antiproliferative antibody 1)
35283_at	 Cluster Incl H05692:yl76b12.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-43798 /clone_end=3'' /gb=H05692 /gi=869244 /ug=Hs.5457 /len=631'' 
35284_f_at	Cluster Incl W28620:49c2 Homo sapiens cDNA /gb=W28620 /gi=1308568 /ug=Hs.5457 /len=865
35285_at	solute carrier family 4, sodium bicarbonate cotransporter, member 4
35286_r_at	putative nucleic acid binding protein RY-1
35287_at	tumor necrosis factor (ligand) superfamily, member 13
35288_at	Cdc42 guanine exchange factor (GEF) 9
35289_at	rab6 GTPase activating protein (GAP and centrosome-associated)
35290_at	Cluster Incl AL050081:Homo sapiens mRNA; cDNA DKFZp566J2146 (from clone DKFZp566J2146) /cds=UNKNOWN /gb=AL050081 /gi=4884315 /ug=Hs.5518 /len=1365
35291_at	BCL2-associated athanogene 2
35292_at	HLA-B associated transcript-1
35293_at	Sjogren syndrome antigen A2 (60kD, ribonucleoprotein autoantigen SS-A/Ro)
35294_at	Sjogren syndrome antigen A2 (60kD, ribonucleoprotein autoantigen SS-A/Ro)
35295_g_at	Sjogren syndrome antigen A2 (60kD, ribonucleoprotein autoantigen SS-A/Ro)
35296_at	geranylgeranyl diphosphate synthase 1
35297_at	similar to ubiquitin binding protein
35298_at	eukaryotic translation initiation factor 3, subunit 7 (zeta, 66/67kD)
35299_at	MAP kinase-interacting serine/threonine kinase 1
35300_at	glutamyl-prolyl-tRNA synthetase
35301_at	Cluster Incl AL049941:Homo sapiens mRNA; cDNA DKFZp564E2222 (from clone DKFZp564E2222) /cds=UNKNOWN /gb=AL049941 /gi=4884184 /ug=Hs.5613 /len=2708
35302_at	nuclear RNA export factor 1
35303_at	insulin induced gene 1
35304_at	Cluster Incl AF052130:Homo sapiens clone 23704 mRNA sequence /cds=UNKNOWN /gb=AF052130 /gi=3360439 /ug=Hs.5636 /len=1810
35305_at	X-prolyl aminopeptidase (aminopeptidase P)-like
35306_at	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 15
35307_at	GDP dissociation inhibitor 2
35308_at	Cluster Incl D83200:Homo sapiens mRNA expressed in placenta /cds=UNKNOWN /gb=D83200 /gi=3893159 /ug=Hs.56851 /len=1275
35309_at	suppression of tumorigenicity 14 (colon carcinoma, matriptase, epithin)
35310_at	Cluster Incl D45288:HUMHG2121 Homo sapiens cDNA /gb=D45288 /gi=1136684 /ug=Hs.57079 /len=1479
35311_at	cellular repressor of E1A-stimulated genes
35312_at	 Cluster Incl D21063:Human mRNA for KIAA0030 gene, partial cds /cds=(0,2745) /gb=D21063 /gi=434752 /ug=Hs.57101 /len=3406 
35313_at	KIAA0310 gene product
35314_at	chromosome condensation-related SMC-associated protein 1
35315_at	orosomucoid 1
35316_at	Ras-related GTP-binding protein
35317_at	meningioma expressed antigen 5 (hyaluronidase)
35318_at	KIAA0475 gene product
35319_at	CCCTC-binding factor (zinc finger protein)
35320_at	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
35321_at	tousled-like kinase 2
35322_at	Kelch-like ECH-associated protein 1
35323_at	 Cluster Incl U78525:Homo sapiens eukaryotic translation initiation factor (eIF3) mRNA, complete cds /cds=(75,2519) /gb=U78525 /gi=2558667 /ug=Hs.57783 /len=3075 
35324_at	slit (Drosophila) homolog 3
35325_at	Cluster Incl AF052113:Homo sapiens clone 23675 mRNA sequence /cds=UNKNOWN /gb=AF052113 /gi=3360420 /ug=Hs.5807 /len=1652
35326_at	putative transmembrane protein; homolog of yeast Golgi membrane protein Yif1p (Yip1p-interacting factor)
35327_at	eukaryotic translation initiation factor 3, subunit 3 (gamma, 40kD)
35328_at	Cluster Incl AF055023:Homo sapiens clone 24723 mRNA sequence /cds=UNKNOWN /gb=AF055023 /gi=3005751 /ug=Hs.58220 /len=1834
35329_at	cytochrome b5 reductase 1 (B5R.1)
35330_at	 Cluster Incl AJ012737:Homo sapiens mRNA for filamin, muscle isoform /cds=(18,8096) /gb=AJ012737 /gi=5419654 /ug=Hs.58414 /len=8842 
35331_at	catenin (cadherin-associated protein), alpha-like 1
35332_at	apolipoprotein B (including Ag(x) antigen)
35333_r_at	glycogenin 2
35334_at	glycogenin 2
35335_at	Rho-associated, coiled-coil containing protein kinase 2
35336_at	KIAA0668 protein
35337_at	F-box only protein 7
35338_at	paired basic amino acid cleaving enzyme (furin, membrane associated receptor protein)
35339_at	 Cluster Incl AI743606:wg51f08.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2368647 /clone_end=3'' /gb=AI743606 /gi=5111894 /ug=Hs.5947 /len=742'' 
35340_at	 Cluster Incl AI819948:wj88e11.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2409932 /clone_end=3'' /gb=AI819948 /gi=5439027 /ug=Hs.5947 /len=569'' 
35341_at	ring finger protein 15
35342_at	Cluster Incl AF052159:Homo sapiens clone 24416 mRNA sequence /cds=UNKNOWN /gb=AF052159 /gi=3360470 /ug=Hs.5957 /len=1277
35343_at	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)
35344_at	LIM domain only 7
35345_at	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)
35346_at	FEM-1 (C.elegans) homolog b
35347_at	 Cluster Incl AF093119:Homo sapiens UPH1 (UPH1) mRNA, complete cds /cds=(0,1319) /gb=AF093119 /gi=3676823 /ug=Hs.6059 /len=1658 
35348_at	protein kinase, AMP-activated, beta 1 non-catalytic subunit
35349_at	COP9 (constitutive photomorphogenic, Arabidopsis, homolog) subunit 3
35350_at	B cell RAG associated protein
35351_at	RNA binding motif protein 4
35352_at	KIAA0307 gene product
35353_at	proteasome (prosome, macropain) 26S subunit, ATPase, 2
35354_at	ribosomal protein L3
35355_at	KIAA0890 protein
35356_at	Cluster Incl W21884:58c2 Homo sapiens cDNA /clone=(not-directional) /gb=W21884 /gi=1298731 /ug=Hs.6145 /len=763
35357_at	Cluster Incl W26640:34b6 Homo sapiens cDNA /gb=W26640 /gi=1307483 /ug=Hs.6145 /len=917
35358_at	KIAA1075 protein
35359_at	KIAA0235 protein
35360_at	calcium binding atopy-related autoantigen 1
35361_at	Cluster Incl W28299:44h4 Homo sapiens cDNA /gb=W28299 /gi=1308247 /ug=Hs.6163 /len=672
35362_at	myosin X
35363_at	Cluster Incl AL080113:Homo sapiens mRNA; cDNA DKFZp586K2322 (from clone DKFZp586K2322) /cds=UNKNOWN /gb=AL080113 /gi=5262540 /ug=Hs.6179 /len=1665
35364_at	amyloid beta precursor protein-binding protein 1, 59kD
35365_at	integrin-linked kinase
35366_at	nidogen (enactin)
35367_at	lectin, galactoside-binding, soluble, 3 (galectin 3)
35368_at	zinc finger protein 207
35369_at	KIAA0937 protein
35370_at	KIAA0764 gene product
35371_at	cell division cycle 4-like
35372_r_at	interleukin 8
35373_at	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)
35733_at	ARP2 (actin-related protein 2, yeast) homolog
35734_at	 Cluster Incl AI935551:wo97g09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2463328 /clone_end=3'' /gb=AI935551 /gi=5674421 /ug=Hs.62461 /len=591'' 
35735_at	guanylate binding protein 1, interferon-inducible, 67kD
35736_at	DKFZP586F1918 protein
35737_at	high-mobility group (nonhistone chromosomal) protein 17-like 3
35738_at	 Cluster Incl AI347088:qp60d09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1927409 /clone_end=3'' /gb=AI347088 /gi=4084294 /ug=Hs.63272 /len=549'' 
35739_at	myotubularin related protein 3
35740_at	elastin microfibril interface located protein
35741_at	phosphatidylinositol-4-phosphate 5-kinase, type II, beta
35742_at	KIAA0430 gene product
35743_at	cleavage and polyadenylation specific factor 4, 30kD subunit
35744_at	KIAA0141 gene product
35745_f_at	poly(rC)-binding protein 2
35746_r_at	poly(rC)-binding protein 2
35747_at	stromal cell derived factor receptor 1
35748_at	eukaryotic translation elongation factor 1 beta 2
35749_at	transcriptional adaptor 3 (ADA3, yeast homolog)-like (PCAF histone acetylase complex)
35750_at	Cluster Incl AL049948:Homo sapiens mRNA; cDNA DKFZp564K0222 (from clone DKFZp564K0222) /cds=UNKNOWN /gb=AL049948 /gi=4884195 /ug=Hs.6375 /len=1027
35751_at	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
35752_s_at	protein S (alpha)
35753_at	U5 snRNP-specific protein (220 kD), ortholog of S. cerevisiae Prp8p
35754_at	Cluster Incl L40391:Homo sapiens (clone s153) mRNA fragment /cds=UNKNOWN /gb=L40391 /gi=887356 /ug=Hs.6445 /len=1460
35755_at	inositol 1,3,4-triphosphate 5/6 kinase
35756_at	chromosome 19 open reading frame 3
35757_at	cleavage and polyadenylation specific factor 6, 68kD subunit
35758_at	RuvB (E coli homolog)-like 2
35759_at	chaperonin containing TCP1, subunit 2 (beta)
35760_at	ATP synthase, H+ transporting, mitochondrial F1F0, subunit d
35761_at	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
35762_at	KIAA0483 protein
35763_at	KIAA0540 protein
35764_at	chromosome X open reading frame 5
35765_at	ADP-ribosylation factor related protein 1
35766_at	keratin 18
35767_at	 Cluster Incl AI565760:tn20b01.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2168137 /clone_end=3'' /gb=AI565760 /gi=4524217 /ug=Hs.6518 /len=844'' 
35768_at	95 kDa retinoblastoma protein binding protein; KIAA0661 gene product
35769_at	G protein-coupled receptor 56
35770_at	ATPase, H+ transporting, lysosomal (vacuolar proton pump), subunit 1
35771_at	suppressin (nuclear deformed epidermal autoregulatory factor-1 (DEAF-1)-related)
35772_at	Rho guanine exchange factor (GEF) 12
35773_i_at	 Cluster Incl AA527880:nh86h10.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-965443 /clone_end=3'' /gb=AA527880 /gi=2269949 /ug=Hs.661 /len=568'' 
35774_r_at	 Cluster Incl AA527880:nh86h10.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-965443 /clone_end=3'' /gb=AA527880 /gi=2269949 /ug=Hs.661 /len=568'' 
35775_at	Cluster Incl AF070592:Homo sapiens clone 24503 mRNA sequence /cds=UNKNOWN /gb=AF070592 /gi=3387967 /ug=Hs.66170 /len=1876
35776_at	intersectin 1 (SH3 domain protein)
35777_at	ring finger protein 4
35778_at	kinesin family member 5C
35779_at	vacuolar protein sorting 45B (yeast homolog)
35780_at	Cluster Incl AF035292:Homo sapiens clone 23584 mRNA sequence /cds=UNKNOWN /gb=AF035292 /gi=2661046 /ug=Hs.6654 /len=1685
35781_g_at	Cluster Incl AF035292:Homo sapiens clone 23584 mRNA sequence /cds=UNKNOWN /gb=AF035292 /gi=2661046 /ug=Hs.6654 /len=1685
35782_at	KIAA0657 protein
35783_at	 Cluster Incl H93123:yv05g07.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-241884 /clone_end=3'' /gb=H93123 /gi=1099451 /ug=Hs.66708 /len=582'' 
35784_at	vesicle-associated membrane protein 3 (cellubrevin)
35785_at	Cluster Incl W28281:47e7 Homo sapiens cDNA /gb=W28281 /gi=1308436 /ug=Hs.6673 /len=882
35786_at	KIAA0476 gene product
35787_at	 Cluster Incl AI986201:wr81a01.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2494056 /clone_end=3'' /gb=AI986201 /gi=5813478 /ug=Hs.66881 /len=814'' 
35788_at	Cluster Incl W28994:54h7 Homo sapiens cDNA /gb=W28994 /gi=1308960 /ug=Hs.66881 /len=748
35789_at	KIAA1042 protein
35790_at	vacuolar protein sorting 26 (yeast homolog)
35791_at	mannose-P-dolichol utilization defect 1
35792_at	lysophospholipase-like
35793_at	Ras-GTPase activating protein SH3 domain-binding protein 2
35794_at	KIAA0942 protein
35795_at	histone deacetylase 6
35796_at	protein tyrosine kinase 9-like (A6-related protein)
35797_at	interleukin 13 receptor, alpha 1
35798_at	Cluster Incl W25936:15b5 Homo sapiens cDNA /gb=W25936 /gi=1306059 /ug=Hs.6789 /len=738
35799_at	microvascular endothelial differentiation gene 1
35800_at	platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit (29kD)
35801_at	 Cluster Incl AF026816:Homo sapiens putative oncogene protein mRNA, partial cds /cds=(0,474) /gb=AF026816 /gi=2583078 /ug=Hs.6817 /len=871 
35802_at	KIAA1014 protein
35803_at	ras homolog gene family, member E
35804_at	 Cluster Incl AB022785:Homo sapiens ASH2L gene, complete cds, similar to Drosophila ash2 gene /cds=(12,1898) /gb=AB022785 /gi=4210446 /ug=Hs.6856 /len=2369 
35805_at	 Cluster Incl AA447263:zw93f01.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-784537 /clone_end=5'' /gb=AA447263 /gi=2159928 /ug=Hs.6880 /len=570'' 
35806_at	Cluster Incl W26854:17b4 Homo sapiens cDNA /gb=W26854 /gi=1306217 /ug=Hs.6880 /len=779
35807_at	cytochrome b-245, alpha polypeptide
35808_at	 Cluster Incl AL031681:dJ862K6.2.2 (splicing factor, arginine/serine-rich 6 (SRP55-2)(isoform 2)) /cds=(106,513) /gb=AL031681 /gi=4775633 /ug=Hs.6891 /len=3951 
35809_g_at	 Cluster Incl AL031681:dJ862K6.2.2 (splicing factor, arginine/serine-rich 6 (SRP55-2)(isoform 2)) /cds=(106,513) /gb=AL031681 /gi=4775633 /ug=Hs.6891 /len=3951 
35810_at	 Cluster Incl AI525393:PT1.1_07_A11.r Homo sapiens cDNA, 5 end /clone_end=5'' /gb=AI525393 /gi=4439528 /ug=Hs.6895 /len=811'' 
35811_at	ring finger protein 13
35812_at	transportin-SR
35813_at	 Cluster Incl AA192359:zp91c12.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-627574 /clone_end=3'' /gb=AA192359 /gi=1781699 /ug=Hs.69235 /len=715'' 
35814_at	dendritic cell protein
35815_at	Cluster Incl AL049470:Homo sapiens mRNA; cDNA DKFZp586L012 (from clone DKFZp586L012) /cds=UNKNOWN /gb=AL049470 /gi=4500264 /ug=Hs.6947 /len=2269
35816_at	cystatin B (stefin B)
35817_at	myelin basic protein
35818_at	 Cluster Incl D00265:Homo sapiens mRNA for cytochrome c, partial cds /cds=(0,86) /gb=D00265 /gi=2897691 /ug=Hs.697 /len=956 
35819_at	cytochrome c-1
35820_at	GM2 ganglioside activator protein
35821_at	histone deacetylase 3
35822_at	B-factor, properdin
35823_at	peptidylprolyl isomerase B (cyclophilin B)
35824_at	zinc finger protein 238
35825_s_at	zinc finger protein 238
35826_at	suppressor of Ty (S.cerevisiae) 5 homolog
35827_at	yeast Sec31p homolog
35828_at	cysteine-rich protein 2
35829_at	Cluster Incl AL080181:Homo sapiens mRNA; cDNA DKFZp434O111 (from clone DKFZp434O111) /cds=UNKNOWN /gb=AL080181 /gi=5262657 /ug=Hs.70337 /len=1383
35830_at	KIAA0370 protein
35831_at	ATPase, Class II, type 9A
35832_at	KIAA1077 protein
35833_at	Cluster Incl AL080184:Homo sapiens mRNA; cDNA DKFZp434O071 (from clone DKFZp434O071) /cds=UNKNOWN /gb=AL080184 /gi=5262661 /ug=Hs.7089 /len=1773
35834_at	alpha-2-glycoprotein 1, zinc
35835_at	periodontal ligament fibroblast protein
35836_at	nuclear distribution gene C (A.nidulans) homolog
35837_at	scrapie responsive protein 1
35838_at	clones 23667 and 23775 zinc finger protein
35839_at	squalene epoxidase
35840_at	DKFZP566H073 protein
35841_at	 Cluster Incl N24355:yx14b01.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-261673 /clone_end=5'' /gb=N24355 /gi=1138505 /ug=Hs.71618 /len=495'' 
35842_at	Cluster Incl AL049265:Homo sapiens mRNA; cDNA DKFZp564F053 (from clone DKFZp564F053) /cds=UNKNOWN /gb=AL049265 /gi=4500013 /ug=Hs.71968 /len=2850
35843_at	Cluster Incl L40402:Homo sapiens (clone Zap2) mRNA fragment /cds=UNKNOWN /gb=L40402 /gi=887358 /ug=Hs.7200 /len=1188
35844_at	syndecan 4 (amphiglycan, ryudocan)
35845_at	SEC24 (S. cerevisiae) related gene family, member B
35846_at	thyroid hormone receptor, alpha (avian erythroblastic leukemia viral (v-erb-a) oncogene homolog)
35847_at	ubiquitin specific protease 24
35848_at	Cluster Incl AL049432:Homo sapiens mRNA; cDNA DKFZp586J231 (from clone DKFZp586J231) /cds=UNKNOWN /gb=AL049432 /gi=4500214 /ug=Hs.7252 /len=2536
35849_at	phosphatidylserine receptor
35850_at	 Cluster Incl AI950382:wp10g06.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2464474 /clone_end=3'' /gb=AI950382 /gi=5742692 /ug=Hs.72660 /len=727'' 
35851_g_at	 Cluster Incl AI950382:wp10g06.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2464474 /clone_end=3'' /gb=AI950382 /gi=5742692 /ug=Hs.72660 /len=727'' 
35852_at	cryptochrome 2 (photolyase-like)
36093_at	KIAA0614 protein
36094_at	troponin T3, skeletal, fast
36095_at	Cluster Incl N99340:IMAGE-20074 Homo sapiens cDNA /clone=IMAGE-20074 /gb=N99340 /gi=1270755 /ug=Hs.7357 /len=1110
36096_at	hypothetical protein FLJ13110
36097_at	immediate early protein
36098_at	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)
36099_at	splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)
36100_at	vascular endothelial growth factor
36101_s_at	vascular endothelial growth factor
36102_at	voltage-dependent anion channel 3
36103_at	small inducible cytokine A3 (homologous to mouse Mip-1a)
36104_at	 Cluster Incl AA526497:ni96d07.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-984685 /clone_end=3'' /gb=AA526497 /gi=2268566 /ug=Hs.73818 /len=582'' 
36105_at	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)
36106_at	apolipoprotein C-III
36107_at	 Cluster Incl AA845575:ak04e09.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1405000 /clone_end=3'' /gb=AA845575 /gi=2933334 /ug=Hs.73851 /len=568'' 
36108_at	 Cluster Incl M16276:Human MHC class II HLA-DR2-Dw12 mRNA DQw1-beta, complete cds /cds=UNKNOWN /gb=M16276 /gi=188397 /ug=Hs.73932 /len=1763 
36109_at	peptidase D
36110_at	RAB5A, member RAS oncogene family
36111_s_at	splicing factor, arginine/serine-rich 2
36112_r_at	splicing factor, arginine/serine-rich 2
36113_s_at	troponin T1, skeletal, slow
36114_r_at	troponin T1, skeletal, slow
36115_at	CDC-like kinase 3
36116_at	thyroid hormone receptor interactor 10
36117_at	PTK2 protein tyrosine kinase 2
36118_at	 Cluster Incl AJ000882:Homo sapiens mRNA for steroid receptor coactivator 1e /cds=(201,4400) /gb=AJ000882 /gi=2924310 /ug=Hs.74002 /len=4709 
36119_at	Cluster Incl AF070648:Homo sapiens clone 24651 mRNA sequence /cds=UNKNOWN /gb=AF070648 /gi=3283922 /ug=Hs.74034 /len=1313
36120_at	follicular lymphoma variant translocation 1
36121_at	KIAA1065 protein
36122_at	proteasome (prosome, macropain) subunit, alpha type, 6
36123_at	thiosulfate sulfurtransferase (rhodanese)
36124_at	thiosulfate sulfurtransferase (rhodanese)
36125_s_at	RNA-binding protein (autoantigenic)
36126_at	 Cluster Incl U18919:Human chromosome 17q12-21 mRNA, clone pOV-2, partial cds /cds=(0,886) /gb=U18919 /gi=894177 /ug=Hs.74130 /len=1009 
36127_g_at	 Cluster Incl U18919:Human chromosome 17q12-21 mRNA, clone pOV-2, partial cds /cds=(0,886) /gb=U18919 /gi=894177 /ug=Hs.74130 /len=1009 
36128_at	 Cluster Incl L40397:Homo sapiens (clone S31i125) mRNA, 3 end of cds /cds=(0,404) /gb=L40397 /gi=887367 /ug=Hs.74137 /len=1385'' 
36129_at	KIAA0397 gene product
36130_f_at	 Cluster Incl R92331:yq03h03.r1 Homo sapiens cDNA, 5 end /clone=IMAGE-195893 /clone_end=5'' /gb=R92331 /gi=959871 /ug=Hs.74170 /len=496'' 
36131_at	megakaryocyte-enhanced gene transcript 1 protein
36132_at	antiquitin 1
36133_at	 Cluster Incl AL031058:Human DNA sequence from clone 512B11 on chromosome 6p24-25. Contains the Desmoplakin I (DPI) gene, ESTs, STSs and GSSs /cds=(279,8894) /gb=AL031058 /gi=3395507 /ug=Hs.74316 /len=9591 
36134_at	olfactomedin related ER localized protein
36135_at	nucleolar protein p40; homolog of yeast EBNA1-binding protein
36136_at	p53-induced protein
36137_at	chromodomain helicase DNA binding protein 4
36138_at	calpain 4, small subunit (30K)
36139_at	DKFZP586G0522 protein
